yxmc,xm,zcmc,kcmc,kcbm,xqxs,xqxf,sjms,bz,nj,xn,xq,yqdrs,jsdm,jxlmc
人文学院,朱丽霞,教授                    ,中国历代文学作品选读                              ,001-(2016-2017-2)CH209(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期三  第11节--第13节
下院201(1-15周).朱丽霞 教授",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,13,下院201,闵行下院        
人文学院,陈勇,副教授                  ,西方哲学史                                        ,003-(2016-2017-2)PI919(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期一  第1节--第4节
下院106(19-22周).陈勇 讲师(高校)
星期三  第1节--第4节
下院106(19-22周).陈勇 讲师(高校)",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,37,下院106,闵行下院        
人文学院,陈勇,副教授                  ,西方哲学史                                        ,002-(2016-2017-2)PI919(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期四  第9节--第10节
东上院105(1-16周).陈勇 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,50,东上院105,闵行东上院      
人文学院,Christophe Van Staen,研究员                  ,法国启蒙运动与中国思想                            ,001-(2016-2017-2)PI036(教学班),16,1,"行课安排为第19周 --- 第20周,其中:
星期二  第1节--第4节
下院310(19-20周).Christophe Van Staen 研究员
星期四  第1节--第4节
下院310(19-20周).Christophe Van Staen 研究员",夏季学期，全英文授课                                                                                                                                                                                                                                                ,0,2016-2017,2,35,下院310,闵行下院        
人文学院,刘皓明,教授                    ,西方古代文学                                      ,001-(2016-2017-2)CL920(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期一  第7节--第10节
上院210(19-22周).刘皓明 教授
星期三  第7节--第10节
上院210(19-22周).刘皓明 教授",夏季学期，双语授课                                                                                                                                                                                                                                                  ,0,2016-2017,2,52,上院210,闵行上院        
人文学院,王锡荣,教授                    ,1930年代上海文学地图,002-(2016-2017-2)CH060(教学班),16,1,"行课安排为第19周 --- 第22周,其中:
星期五  第1节--第4节
上院201(19-22周).王锡荣 教授",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,94,上院201,闵行上院        
人文学院,王锡荣,教授                    ,1930年代上海文学地图,001-(2016-2017-2)CH060(教学班),16,1,"行课安排为第1周 --- 第8周,其中:
星期五  第9节--第10节
东上院404(1-8周).王锡荣 教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,99,东上院404,闵行东上院      
人文学院,赵思渊,副教授                  ,毕业论文                                          ,001-(2016-2017-2)HI420(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期二  第11节--第13节
上院304(1-11周).赵思渊 讲师(高校)",                                                                                                                                                                                                                                                                    ,2013,2016-2017,2,7,上院304,闵行上院        
人文学院,安琪,讲师(高校)              ,图像遗产与中国古代艺术                            ,001-(2016-2017-2)AR904(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期一  第9节--第10节
东上院104(1-16周).安琪 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,51,东上院104,闵行东上院      
人文学院,安琪,讲师(高校)              ,读书报告（二）（前期导师制活动）                  ,001-(2016-2017-2)CH102(教学班),17,1,"行课安排为第1-16周,其中:
星期六  第1节--第2节
 不安排教室 安琪(1-16周)",虚拟排课                                                                                                                                                                                                                                                            ,2016,2016-2017,2,27,,
人文学院,李鹃,讲师(高校)              ,拉丁语（II）                                      ,001-(2016-2017-2)LT004(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期一  第9节--第10节
东上院307(1-16周).李鹃 讲师(高校)",先修课程：基础拉丁语                                                                                                                                                                                                                                                ,0,2016-2017,2,12,东上院307,闵行东上院      
人文学院,张朝阳,副教授                  ,中外文化交流两千年                                ,002-(2016-2017-2)CL025(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期一  第9节--第10节
东中院1-301(1-16周).张朝阳 副教授",上海市留学生英语示范性课程，全英文授课                                                                                                                                                                                                                              ,0,2016-2017,2,14,东中院1-301,闵行东中院      
人文学院,张朝阳,副教授                  ,世界古代史                                        ,001-(2016-2017-2)HI210(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期一  第11节--第13节
东中院1-302(1-15周).张朝阳 副教授",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,18,东中院1-302,闵行东中院      
人文学院,张燕俊,助教(高校)              ,初级汉语                                          ,005-(2016-2017-2)CI006(教学班),64,4,"行课安排为第1周 --- 第16周,其中:
星期二  第11节--第12节
教一楼308(1-16周).张燕俊 助教(高校)
星期四  第11节--第12节
教一楼308(1-16周).张燕俊 助教(高校)",仅限汉语水平零基础的交流交换生，上课地点：徐汇校区                                                                                                                                                                                                                  ,0,2016-2017,2,13,教一楼308,教一楼          
人文学院,朱兴和,副教授                  ,古典诗文名篇选读                                  ,002-(2016-2017-2)CH926(教学班),48,3,"行课安排为第19周 --- 第22周,其中:
星期一  第1节--第4节
中院309(19-22周).朱兴和 副教授
星期三  第1节--第4节
中院309(19-22周).朱兴和 副教授
星期五  第1节--第4节
中院309(19-22周).朱兴和 副教授",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,61,中院309,闵行中院        
人文学院,朱兴和,副教授                  ,旧文体写作                                        ,001-(2016-2017-2)CL320(教学班),36,2,"行课安排为第1-16周,其中:
星期三  第3节--第4节
东中院1-301(1-16周) 朱兴和(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,22,东中院1-301,闵行东中院      
人文学院,刘元春,,毕业论文(汉语言文学专业)                          ,001-(2016-2017-2)BS018(教学班),289,17,"行课安排为第1-16周,其中:
星期六  第11节--第12节
 不安排教室 刘元春(1-16周)",仅限2013级汉语言文学（中外文化交流方向）学生,2013,2016-2017,2,21,,
人文学院,刘元春,,大学语文                                          ,001-(2016-2017-2)CH104(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
星期三  第5节--第6节
.(1-16周).刘元春",虚拟排课，仅限体育明星班                                                                                                                                                                                                                                            ,2013,2016-2017,2,2,,
人文学院,刘元春,,汉字文化                                          ,001-(2016-2017-2)CH109(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第1节--第2节
上院205(1-16周) 刘元春(1-16周)",与16级合上,2013,2016-2017,2,26,上院205,闵行上院        
人文学院,刘元春,,汉语应用文写作                                    ,001-(2016-2017-2)CH192(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
星期三  第11节--第13节
东上院100(1-16周).刘元春 讲师(高校)",仅限留学生，2016级学生不得选此课,2015,2016-2017,2,119,东上院100,闵行东上院      
人文学院,刘元春,,核心阅读（I)                                      ,001-(2016-2017-2)CH199(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
星期三  第8节--第10节
东上院100(1-16周).刘元春 讲师(高校)",仅限留学生                                                                                                                                                                                                                                                          ,2016,2016-2017,2,142,东上院100,闵行东上院      
人文学院,刘元春,,汉字文化                                          ,005-(2016-2017-2)CH934(教学班),48,3,"行课安排为第19周 --- 第22周,其中:
星期一  第7节--第10节
中院106(19-22周).刘元春 讲师(高校)
星期三  第7节--第10节
中院106(19-22周).刘元春 讲师(高校)
星期五  第7节--第10节
中院106(19-22周).刘元春 讲师(高校)",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,60,中院106,闵行中院        
人文学院,刘元春,,汉字与中国文化                                    ,001-(2016-2017-2)CL115(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第1节--第2节
上院205(1-16周) 刘元春(1-16周)",与ch109合班,2016,2016-2017,2,29,上院205,闵行上院        
人文学院,符杰祥,教授                    ,现代中国文学与文化                                ,001-(2016-2017-2)CH932(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第9节--第10节
东上院205(1-16周).符杰祥 教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,100,东上院205,闵行东上院      
人文学院,吕浩,副教授                  ,文字中国                                          ,003-(2016-2017-2)CH065(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期一  第7节--第10节
上院307(19-22周).吕浩 副教授
星期三  第7节--第10节
上院307(19-22周).吕浩 副教授",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,50,上院307,闵行上院        
人文学院,易存国,教授                    ,影视艺术学                                        ,002-(2016-2017-2)FT026(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第9节--第10节
东上院402(1-16周).易存国 教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,80,东上院402,闵行东上院      
人文学院,金英实,高等学校教师            ,翻译（英汉、日汉、韩汉）                          ,003-(2016-2017-2)CI389(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第6节--第7节
教一楼211(1-16周) 金英实(1-18周)",韩汉                                                                                                                                                                                                                                                                ,2014,2016-2017,2,20,教一楼211,教一楼          
人文学院,何言宏,教授                    ,中国当代文学史                                    ,001-(2016-2017-2)CL117(教学班),48,3,"行课安排为第1-16周,其中:
星期五  第3节--第5节
上院112(1-16周) 何言宏(1-16周)",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,34,上院112,闵行上院        
人文学院,张强,讲师(高校)              ,国际贸易理论与政策                                ,007-(2016-2017-2)ET302(教学班),32,2,"行课安排为第3周 --- 第10周,其中:
星期二  第6节--第9节
教一楼312(3-10周).张强 讲师(高校)",重修班，仅供国际教育学院学生修读                                                                                                                                                                                                                                    ,2016,2016-2017,2,3,教一楼312,教一楼          
人文学院,张强,讲师(高校)              ,国际贸易实务（A类）                               ,001-(2016-2017-2)ET400(教学班),32,2,"行课安排为第1-16周,其中:
星期四  第3节--第4节
工程馆218(1-16周) 张强(1-18周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,71,工程馆218,工程馆          
人文学院,张强,讲师(高校)              ,国际金融学                                        ,001-(2016-2017-2)FI300(教学班),34,2,"行课安排为第1-16周,其中:
星期四  第6节--第7节
教一楼301(1-16周) 张强(1-18周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,11,教一楼301,教一楼          
人文学院,王宇平,副教授                  ,中国现代文学作品选读                              ,001-(2016-2017-2)CH219(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期二  第11节--第13节
下院404(1-15周).王宇平 讲师(高校)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,2,下院404,闵行下院        
人文学院,王宇平,副教授                  ,影视艺术概论（B类）                               ,001-(2016-2017-2)CL214(教学班),36,2,"行课安排为第1-16周,其中:
星期二  第3节--第4节
下院512(1-16周) 王宇平(1-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,23,下院512,闵行下院        
人文学院,李仕健,副教授                  ,金融汉语综合（2）,001-(2016-2017-2)CI365(教学班),68,4,"行课安排为第1-16周,其中:
星期一  第1节--第2节
教一楼301(1-16周) 李仕健(1-16周)
星期三  第3节--第4节
教一楼301(1-16周) 李仕健(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,11,教一楼301,教一楼          
人文学院,李仕健,副教授                  ,翻译（英汉、日汉、韩汉）                          ,001-(2016-2017-2)CI389(教学班),32,2,"行课安排为第1-16周,其中:
星期二  第6节--第7节
教一楼301(1-16周) 李仕健(1-18周)",英汉                                                                                                                                                                                                                                                                ,2014,2016-2017,2,6,教一楼301,教一楼          
人文学院,胡逸薇,讲师(高校)              ,中外通俗歌曲鉴赏                                  ,002-(2016-2017-2)MU024(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期一  第6节--第8节
东上院203(1-11周).胡逸薇 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,40,东上院203,闵行东上院      
人文学院,胡逸薇,讲师(高校)              ,中外通俗歌曲鉴赏                                  ,003-(2016-2017-2)MU024(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期一  第11节--第13节
东上院203(1-11周).胡逸薇 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,40,东上院203,闵行东上院      
人文学院,胡逸薇,讲师(高校)              ,交响音乐鉴赏                                      ,007-(2016-2017-2)MU901(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期二  第6节--第8节
东上院203(1-11周).胡逸薇 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,50,东上院203,闵行东上院      
人文学院,胡逸薇,讲师(高校)              ,交响音乐鉴赏                                      ,008-(2016-2017-2)MU901(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期二  第11节--第13节
东上院203(1-11周).胡逸薇 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,51,东上院203,闵行东上院      
人文学院,章毅,副教授                  ,近世中国历史与文化                                ,002-(2016-2017-2)HI910(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期二  第7节--第10节
上院210(19-22周).章毅 副教授
星期四  第7节--第10节
上院210(19-22周).章毅 副教授",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,60,上院210,闵行上院        
人文学院,李金叶,副教授                  ,音乐学毕业论文                                    ,001-(2016-2017-2)MU403(教学班),32,2,"行课安排为第1周 --- 第12周,其中:
星期一  第11节--第13节
东中院4-305(1-12周).李金叶 副教授",                                                                                                                                                                                                                                                                    ,2013,2016-2017,2,8,东中院4-305,闵行东中院      
人文学院,李金叶,副教授                  ,交响音乐鉴赏                                      ,011-(2016-2017-2)MU901(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期二  第11节--第13节
下院407(1-11周).李金叶 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,35,下院407,闵行下院        
人文学院,李金叶,副教授                  ,中西乐理及其应用                                  ,011-(2016-2017-2)MU902(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
下院407(1-16周).李金叶 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,34,下院407,闵行下院        
人文学院,李金叶,副教授                  ,中西乐理及其应用                                  ,010-(2016-2017-2)MU902(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期一  第7节--第8节
东中院4-305(1-16周).李金叶 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,35,东中院4-305,闵行东中院      
人文学院,李金叶,副教授                  ,世界民族音乐鉴赏                                  ,006-(2016-2017-2)MU903(教学班),32,2,"行课安排为第19周 --- 第21周,其中:
星期一  第7节--第10节
中院110(19-21周).李金叶 副教授
星期三  第7节--第10节
中院110(19-21周).李金叶 副教授
星期五  第7节--第10节
中院110(19-21周).李金叶 副教授",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,30,中院110,闵行中院        
人文学院,李金叶,副教授                  ,世界民族音乐鉴赏                                  ,004-(2016-2017-2)MU903(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期一  第9节--第10节
东中院4-305(1-16周).李金叶 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,36,东中院4-305,闵行东中院      
人文学院,李金叶,副教授                  ,世界民族音乐鉴赏                                  ,005-(2016-2017-2)MU903(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第9节--第10节
下院407(1-16周).李金叶 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,35,下院407,闵行下院        
人文学院,刘佑军,副教授                  ,外国文学史                                        ,001-(2016-2017-2)CH213(教学班),48,3,"行课安排为第1周 --- 第15周,其中:
星期四  第11节--第13节
上院304(1-15周).刘佑军 副教授",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,3,上院304,闵行上院        
人文学院,刘佑军,副教授                  ,外国文学史                                        ,003-(2016-2017-2)CH911(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
星期四  第6节--第8节
中院307(1-16周).刘佑军 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,50,中院307,闵行中院        
人文学院,汪云霞,副教授                  ,中国现代诗歌导读                                  ,003-(2016-2017-2)CH927(教学班),48,3,"行课安排为第19周 --- 第22周,其中:
星期一  第1节--第4节
上院204(19-22周).汪云霞 副教授
星期三  第1节--第4节
上院204(19-22周).汪云霞 副教授
星期五  第1节--第4节
上院204(19-22周).汪云霞 副教授",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,60,上院204,闵行上院        
人文学院,汪云霞,副教授                  ,中国现代诗歌导读                                  ,002-(2016-2017-2)CH927(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
星期二  第6节--第8节
东上院404(1-16周).汪云霞 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,60,东上院404,闵行东上院      
人文学院,汪云霞,副教授                  ,世界华文文学专题                                  ,001-(2016-2017-2)CL907(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第9节--第10节
东上院404(1-16周).汪云霞 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,60,东上院404,闵行东上院      
人文学院,吴剑锋,副教授                  ,汉语综合课（2）,003-(2016-2017-2)CI102(教学班),144,8,"行课安排为第1周 --- 第16周,其中:
星期一  第1节--第4节
教一楼310(1-16周).吴剑锋
星期二  第1节--第2节
教一楼310(1-16周).吴剑锋
星期四  第1节--第2节
教一楼310(1-16周).吴剑锋",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,19,教一楼310,教一楼          
人文学院,胡建升,副教授                  ,《世说新语》与魏晋风度                            ,001-(2016-2017-2)CL313(教学班),36,2,"行课安排为第1-16周,其中:
星期五  第1节--第2节
东中院1-301(1-16周) 胡建升(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,2,21,东中院1-301,闵行东中院      
科学史与科学文化研究院,纪志刚,教授                    ,数学与文化                                        ,002-(2016-2017-2)MA901(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期四  第9节--第10节
东下院104(1-16周).纪志刚",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,51,东下院104,闵行东下院      
科学史与科学文化研究院,闫宏秀,副教授                  ,哲学·科学·技术                                  ,001-(2016-2017-2)PI907(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
星期四  第6节--第8节
东上院305(1-16周).闫宏秀 副教授
东上院305(1-16周).李侠 教授
东上院305(1-16周).王延锋 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,57,东上院305,闵行东上院      
科学史与科学文化研究院,董煜宇,副教授                  ,大学使命与大学文化                                ,001-(2016-2017-2)ED903(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第9节--第10节
东上院305(1-16周).董煜宇 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,60,东上院305,闵行东上院      
科学史与科学文化研究院,董煜宇,副教授                  ,大学使命与大学文化                                ,002-(2016-2017-2)ED903(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期二  第7节--第10节
上院204(19-22周).董煜宇 副教授
上院204(19-22周).王延锋 副教授
上院204(19-22周).姜玉平 副研究馆员
星期四  第7节--第10节
上院204(19-22周).董煜宇 副教授
上院204(19-22周).王延锋 副教授
上院204(19-22周).姜玉平 副研究馆员",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,60,上院204,闵行上院        
科学史与科学文化研究院,王延锋,副教授                  ,科学哲学                                          ,001-(2016-2017-2)PI916(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期五  第9节--第10节
东下院104(1-16周).王延锋 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,50,东下院104,闵行东下院      
科学史与科学文化研究院,钮卫星,教授                    ,天文学史                                          ,002-(2016-2017-2)HI901(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期二  第6节--第8节
东上院205(1-11周).钮卫星 教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,60,东上院205,闵行东上院      
科学史与科学文化研究院,钮卫星,教授                    ,天文学史                                          ,003-(2016-2017-2)HI901(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期二  第1节--第4节
上院101(19-22周).钮卫星 教授
星期四  第1节--第4节
上院101(19-22周).钮卫星 教授",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,60,上院101,闵行上院        
科学史与科学文化研究院,穆蕴秋,副教授                  ,科幻作品与科学外史                                ,002-(2016-2017-2)SO074(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期一  第7节--第10节
上院104(19-22周).穆蕴秋 讲师(高校)
星期三  第7节--第10节
上院104(19-22周).穆蕴秋 讲师(高校)",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,60,上院104,闵行上院        
科学史与科学文化研究院,穆蕴秋,副教授                  ,科幻作品与科学外史                                ,001-(2016-2017-2)SO074(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期一  第9节--第10节
东上院403(1-16周).穆蕴秋 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,56,东上院403,闵行东上院      
科学史与科学文化研究院,吴新忠,讲师(高校)              ,科学技术史                                        ,004-(2016-2017-2)HI102(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期五  第9节--第10节
下院407(1-16周).吴新忠 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,61,下院407,闵行下院        
科学史与科学文化研究院,吴新忠,讲师(高校)              ,科学技术史                                        ,003-(2016-2017-2)HI102(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第9节--第10节
下院405(1-16周).吴新忠 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,49,下院405,闵行下院        
科学史与科学文化研究院,吴新忠,讲师(高校)              ,科学前沿与哲学                                    ,001-(2016-2017-2)PI001(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期二  第11节--第13节
下院405(1-11周).吴新忠 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,40,下院405,闵行下院        
科学史与科学文化研究院,吴新忠,讲师(高校)              ,宇宙论的历史与哲学                                ,001-(2016-2017-2)PI005(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期四  第9节--第10节
下院405(1-16周).吴新忠 讲师(高校)",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,37,下院405,闵行下院        
科学史与科学文化研究院,萨日娜,副教授                  ,中日科技文化交流                                  ,002-(2016-2017-2)CL916(教学班),32,2,"行课安排为第1周 --- 第11周,其中:
星期五  第6节--第8节
东下院204(1-11周).萨日娜 副教授",                                                                                                                                                                                                                                                                    ,0,2016-2017,2,51,东下院204,闵行东下院      
科学史与科学文化研究院,黄庆桥,副研究员                ,中国的“两弹一星”工程                            ,002-(2016-2017-2)HI058(教学班),32,2,"行课安排为第19周 --- 第22周,其中:
星期二  第1节--第4节
上院208(19-22周).黄庆桥 副研究员
星期四  第1节--第4节
上院208(19-22周).黄庆桥 副研究员",夏季学期                                                                                                                                                                                                                                                            ,0,2016-2017,2,57,上院208,闵行上院        
化学化工学院,李梅,副研究员(高教管理)      ,大学化学                                          ,004-(2016-2017-2)CA901(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期四  第9节--第10节
东中院4-302(1-16周).李梅 副研究员(高教管理)",修过《大学化学CA001）以及化工学院各专业的同学不能选修,0,2016-2017,2,50,东中院4-302,闵行东中院      
化学化工学院,张卫,副教授                  ,元素化学                                          ,002-(2016-2017-2)CA309(教学班),32,2,"行课安排为第1-16周,其中:
星期五  第7节--第8节
上院310(1-16周) 张卫(1-16周)",生还平台仅限化学方向                                                                                                                                                                                                                                                ,2016,2016-2017,2,29,上院310,闵行上院        
化学化工学院,张卫,副教授                  ,计算机在化学中的应用                              ,001-(2016-2017-2)CA328(教学班),48,3,"行课安排为第1-16周,其中:
单周
星期一  第3节--第4节
下院411(1-15周) 张卫(1-15周)
双周
星期一  第3节--第4节
下院411(2-16周) 张卫(2-16周)
星期四  第1节--第2节
下院411(2-16周) 张卫(2-16周)",                                                                                                                                                                                                                                                                    ,2015,2016-2017,2,21,下院411,闵行下院        
化学化工学院,钱雪峰,教授                    ,无机合成                                          ,002-(2016-2017-2)CA305(教学班),32,2,"行课安排为第1-16周,其中:
星期三  第1节--第2节
下院302(1-16周) 钱雪峰(1-16周)",仅限致远荣誉计划（化学）                                                                                                                                                                                                                                            ,2015,2016-2017,2,12,下院302,闵行下院        
化学化工学院,章烨,副教授                  ,有机化学（B类）                                   ,001-(2016-2017-1)CA018(教学班),64,4,"行课安排为第1-16周,其中:
星期三  第1节--第2节
上院101(1-16周) 章烨(1-16周)
星期五  第3节--第4节
上院101(1-16周) 章烨(1-16周)",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,94,上院101,闵行上院        
化学化工学院,章烨,副教授                  ,有机化学实验（A类）                               ,004-(2016-2017-2)CA023(教学班),64,2,"行课安排为第2-12周,其中:
星期四  第5节--第10节
 不安排教室 章烨(2-12周)",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,116,,
化学化工学院,章烨,副教授                  ,有机化学实验（A类）                               ,001-(2016-2017-2)CA023(教学班),32,2,"行课安排为第1-6周,其中:
星期三  第5节--第8节
 不安排教室 章烨(1-6周)",实际上课时间为5-10节，12：00-17：40，如遇形式政策课程或大型考试，实验顺延,2015,2016-2017,2,10,,
化学化工学院,章烨,副教授                  ,有机化学实验（A类）                               ,003-(2016-2017-2)CA023(教学班),64,2,"行课安排为第2周 --- 第12周,其中:
星期二  第9节--第14节
.(2-12周).no 章烨 副教授",                                                                                                                                                                                                                                                                    ,2016,2016-2017,2,53,,
