yxmc,xm,zcmc,kcmc,kcbm,xqxs,xqxf,sjms,bz,nj,xn,xq,yqdrs,jsdm,jxlmc
电子信息与电气工程学院,赵忠华,副教授                  ,电子技术                                          ,007-(2016-2017-1)EE212(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
单周
星期二  第9节--第10节
下院209(1-16周).赵忠华
星期五  第9节--第10节
下院209(1-16周).赵忠华
双周
星期二  第9节--第10节
下院209(1-16周).赵忠华",双语授课 仅限工科平台                                                                                                                                                                                                                                               ,2015,2016-2017,1,105,下院209,闵行下院        
电子信息与电气工程学院,李生红,教授                    ,数字信号处理                                      ,002-(2016-2017-1)EE325(教学班),51,3,"行课安排为第1-16周,其中:
单周
星期五  第3节--第4节
东上院501(1-15周) 李生红(1-15周)
双周
星期二  第3节--第4节
东上院501(2-16周) 李生红(2-16周)
星期五  第3节--第4节
东上院501(2-16周) 李生红(2-16周)","
                                                                                                                                                                                                                                                                  ",2014,2016-2017,1,68,东上院501,闵行东上院      
电子信息与电气工程学院,俞勇,教授                    ,学子讲坛（1）,001-(2016-2017-1)CS037(行政班),34,2,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
下院106(1-16周).俞勇 教授",限致远计算机荣誉计划                                                                                                                                                                                                                                                ,2016,2016-2017,1,48,下院106,闵行下院        
电子信息与电气工程学院,俞勇,教授                    ,学子讲坛（3）,001-(2016-2017-1)CS039(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期四  第9节--第10节
东下院105(1-16周).俞勇",仅限致远荣誉计划                                                                                                                                                                                                                                                    ,2015,2016-2017,1,25,东下院105,闵行东下院      
电子信息与电气工程学院,俞勇,教授                    ,数据结构A                                         ,009-(2016-2017-1)CS358(教学班),68,4,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
下院105(1-16周).俞勇
星期四  第1节--第2节
下院105(1-16周).俞勇",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,114,下院105,闵行下院        
电子信息与电气工程学院,俞勇,教授                    ,实验室实践                                        ,001-(2016-2017-1)EI335(教学班),48,3,"行课安排为第1-16周,其中:
星期六  第9节--第10节
 不安排教室 (1-16周)",仅限计算机科学与技术（致远荣誉计划）                                                                                                                                                                                                                                ,2014,2016-2017,1,27,,
电子信息与电气工程学院,俞勇,教授                    ,科学研究实践                                      ,001-(2016-2017-1)MS117(教学班),160,10,"行课安排为第1-16周,其中:
星期六  第1节--第2节
 不安排教室 俞勇(1-16周)",虚拟时间；仅限致远计算机科学班                                                                                                                                                                                                                                      ,2013,2016-2017,1,30,,
电子信息与电气工程学院,肖高标,教授                    ,电磁场与波                                        ,005-(2016-2017-1)ES334(教学班),68,4,"行课安排为第1-16周,其中:
星期二  第7节--第8节
东上院405(1-16周) 肖高标(1-16周)
星期四  第7节--第8节
东上院405(1-16周) 肖高标(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,90,东上院405,闵行东上院      
电子信息与电气工程学院,何迪,副教授                  ,基本电路理论                                      ,001-(2016-2017-1)EI203(教学班),68,4,"行课安排为第1周 --- 第16周,其中:
星期一  第9节--第10节
下院210(1-16周).何迪
星期四  第1节--第2节
下院210(1-16周).何迪",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,66,下院210,闵行下院        
电子信息与电气工程学院,王昕,副教授                  ,电工与电子技术（C类）                             ,001-(2016-2017-1)EE007(教学班),59,3.5,"行课安排为第1周 --- 第15周,其中:
星期三  第1节--第2节
下院109(1-15周).王昕
星期五  第7节--第8节
下院109(1-15周).王昕",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,65,下院109,闵行下院        
电子信息与电气工程学院,王昕,副教授                  ,电路系统综合                                      ,001-(2016-2017-1)EI235(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
单周
星期五  第1节--第2节
下院107(1-16周).王昕
双周
星期三  第3节--第4节
下院107(1-16周).王昕
星期五  第1节--第2节
下院107(1-16周).王昕",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,83,下院107,闵行下院        
电子信息与电气工程学院,蒋传文,教授                    ,电力系统优化运行与市场化                          ,001-(2016-2017-1)EE412(教学班),32,2,"行课安排为第9周 --- 第16周,其中:
星期三  第1节--第2节
东中院4-501(9-16周).蒋传文
星期五  第3节--第4节
东中院4-501(9-16周).蒋传文",八门课任选5学分,2013,2016-2017,1,30,东中院4-501,闵行东中院      
电子信息与电气工程学院,陈颖琪,副研究员                ,工程实践与科技创新Ⅱ-A                            ,003-(2016-2017-1)EI227(教学班),34,2,"行课安排为第1周 --- 第14周,其中:
星期一  第9节--第10节
东上院500(1-14周).李安琪 工程师
东上院500(1-14周).孟桂娥 讲师(高校)
东上院500(1-14周).袁焱 高级工程师",实验每组3人 与2014级合上,2015,2016-2017,1,18,东上院500,闵行东上院      
电子信息与电气工程学院,陈颖琪,副研究员                ,工程实践与科技创新Ⅱ-A                            ,001-(2016-2017-1)EI227(教学班),34,2,"行课安排为第1-14周,其中:
星期一  第9节--第10节
东上院500(1-14周) 陈颖琪(1-14周)
东上院500(1-14周) 李安琪(1-14周)
东上院500(1-14周) 孟桂娥(1-14周)
东上院500(1-14周) 袁焱(1-14周)",前八周需要教室，15级合上,2014,2016-2017,1,24,东上院500,闵行东上院      
电子信息与电气工程学院,陈颖琪,副研究员                ,工程实践与科技创新Ⅲ-A                            ,002-(2016-2017-1)EI310(教学班),34,2,"行课安排为第1周 --- 第14周,其中:
星期三  第9节--第10节
上院500(1-14周).陈颖琪 副研究员
上院500(1-14周).袁焱 高级工程师
上院500(1-14周).李安琪 工程师",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,298,上院500,闵行上院        
电子信息与电气工程学院,陈颖琪,副研究员                ,硬件描述语言与数字系统仿真                        ,002-(2016-2017-1)ES341(教学班),48,3,"行课安排为第1-12周,其中:
星期四  第3节--第4节
东上院501(1-12周) 陈颖琪(1-12周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,85,东上院501,闵行东上院      
电子信息与电气工程学院,肖双九,副教授                  ,计算机图形学                                      ,001-(2016-2017-1)SE344(教学班),48,3,"行课安排为第1-16周,其中:
单周
星期三  第1节--第2节
东上院305(1-15周) 肖双九(1-15周)
星期五  第1节--第2节
东上院305(1-15周) 肖双九(1-15周)
双周
星期三  第1节--第2节
东上院305(2-16周) 肖双九(2-16周)",仅限软件工程                                                                                                                                                                                                                                                        ,2014,2016-2017,1,69,东上院305,闵行东上院      
电子信息与电气工程学院,冯琳,讲师(高校思政)          ,电机学                                            ,001-(2016-2017-1)EE314(教学班),68,4,"行课安排为第1-16周,其中:
星期二  第3节--第4节
东中院3-103(1-16周) 冯琳(1-16周)
星期五  第3节--第4节
东中院3-103(1-16周) 冯琳(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,67,东中院3-103,闵行东中院      
电子信息与电气工程学院,冯琳,讲师(高校思政)          ,数字信号处理（B类）                               ,001-(2016-2017-1)EE317(教学班),34,2,"行课安排为第9-16周,其中:
星期一  第1节--第2节
东上院203(9-16周) 冯琳(9-16周)
星期四  第3节--第4节
东上院203(9-16周) 冯琳(9-16周)",全英文授课                                                                                                                                                                                                                                                          ,2014,2016-2017,1,42,东上院203,闵行东上院      
电子信息与电气工程学院,张卫东,教授                    ,控制理论                                          ,001-(2016-2017-1)EI343(教学班),64,4,"行课安排为第1-16周,其中:
星期二  第7节--第8节
东上院501(1-16周) 张卫东(1-16周)
东上院501(1-16周) 杨博(1-16周)
星期四  第7节--第8节
东上院501(1-16周) 张卫东(1-16周)
东上院501(1-16周) 杨博(1-16周)",仅限IEEE试点班                                                                                                                                                                                                                                                      ,2014,2016-2017,1,18,东上院501,闵行东上院      
电子信息与电气工程学院,胡立生,教授                    ,电力电子技术                                      ,001-(2016-2017-1)AU320(教学班),51,3,"行课安排为第1-16周,其中:
星期三  第3节--第4节
东中院4-403(1-16周) 胡立生(1-16周)
星期五  第1节--第2节
东中院4-403(1-8周) 胡立生(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,84,东中院4-403,闵行东中院      
电子信息与电气工程学院,姚莉秀,副教授                  ,程序设计思想与方法                                ,020-(2016-2017-1)CS902(行政班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期一  第1节--第2节
上院301(1-16周).姚莉秀 副教授
双周
星期一  第1节--第2节
上院301(1-16周).姚莉秀 副教授
星期四  第1节--第2节
上院301(1-16周).姚莉秀 副教授",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,53,上院301,闵行上院        
电子信息与电气工程学院,姚莉秀,副教授                  ,程序设计思想与方法                                ,005-(2016-2017-1)CS902(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
单周
星期一  第1节--第2节
上院301(1-16周).姚莉秀 副教授
双周
星期一  第1节--第2节
上院301(1-16周).姚莉秀 副教授
星期四  第1节--第2节
上院301(1-16周).姚莉秀 副教授",与16级电院合上 因新生第一周周一、周二不上课，故第一周周一不上课。其余正常,2015,2016-2017,1,16,上院301,闵行上院        
电子信息与电气工程学院,张士文,高级实验师              ,模拟电子技术                                      ,001-(2016-2017-1)EI207(教学班),48,3,"行课安排为第3周 --- 第11周,其中:
星期三  第11节--第13节
上院108(3-11周).张士文
星期五  第11节--第13节
上院108(3-11周).张士文",重修班，仅供不及格同学修读。                                                                                                                                                                                                                                        ,2016,2016-2017,1,45,上院108,闵行上院        
电子信息与电气工程学院,张士文,高级实验师              ,工程实践与科技创新Ⅱ-B                            ,002-(2016-2017-1)EI228(教学班),34,2,"行课安排为第1周 --- 第16周,其中:
星期六  第1节--第2节
.(1-16周).张士文 讲师(高校)
.(1-16周).殳国华 副教授
.(1-16周).王自珍 工程师",虚拟时间课程介绍、选课要求及时间安排见：http://eelab.sjtu.edu.cn/KC 与2014级合班上,2015,2016-2017,1,86,,
电子信息与电气工程学院,张士文,高级实验师              ,工程实践与科技创新Ⅱ-B                            ,001-(2016-2017-1)EI228(教学班),34,2,"行课安排为第1-16周,其中:
星期六  第7节--第8节
 不安排教室 张士文(1-16周)
 不安排教室 殳国华(1-16周)
 不安排教室 王自珍(1-16周)","虚拟时间，详情见http://eelab.sjtu.edu.cn/KC,与15级合上",2014,2016-2017,1,10,,
电子信息与电气工程学院,张士文,高级实验师              ,工程实践与科技创新Ⅲ-C                            ,001-(2016-2017-1)EI312(教学班),34,2,"行课安排为第1-16周,其中:
星期日  第9节--第10节
 不安排教室 张士文(1-16周)
 不安排教室 殳国华(1-16周)
 不安排教室 王自珍(1-16周)",虚拟时间，课程介绍、选课要求见HTTP://eelab.sjtu.edu.cn/KC                                                                                                                                                                                                           ,2014,2016-2017,1,158,,
电子信息与电气工程学院,张士文,高级实验师              ,工程实践与科技创新Ⅳ-C                            ,001-(2016-2017-1)EI401(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期六  第9节--第10节
.(1-16周).张士文 讲师(高校)
.(1-16周).殳国华 副教授
.(1-16周).王自珍 工程师",虚拟时间，课程介绍、选课要求及时间安排见http;//eelab.sjtu.edu.cn/kc                                                                                                                                                                                                 ,2013,2016-2017,1,17,,
电子信息与电气工程学院,赵群飞,教授                    ,倒立摆系统课程设计                                ,001-(2016-2017-1)AU325(教学班),32,2,"行课安排为第1周 --- 第8周,其中:
星期五  第7节--第10节
东中院4-103(1-8周).赵群飞",                                                                                                                                                                                                                                                                    ,2013,2016-2017,1,51,东中院4-103,闵行东中院      
电子信息与电气工程学院,管海兵,研究员                  ,工程实践与科技创新Ⅲ-D                            ,001-(2016-2017-1)EI313(教学班),34,2,"行课安排为第1-8周,其中:
星期五  第7节--第10节
东上院100(1-8周) 管海兵(1-8周)
东上院100(1-8周) 马汝辉(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,12,东上院100,闵行东上院      
电子信息与电气工程学院,汪小帆,教授                    ,探索复杂网络                                      ,001-(2016-2017-1)SP021(教学班),16,1,"行课安排为第5周 --- 第12周,其中:
星期二  第11节--第12节
中院202(5-12周).汪小帆",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,30,中院202,闵行中院        
电子信息与电气工程学院,刘胜利,教授                    ,代数结构                                          ,001-(2016-2017-1)MA150(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
星期五  第6节--第8节
东上院504(1-16周).刘胜利 教授",仅限致远荣誉计划                                                                                                                                                                                                                                                    ,2015,2016-2017,1,18,东上院504,闵行东上院      
电子信息与电气工程学院,归琳,研究员                  ,无线通信关键技术及应用方法                        ,001-(2016-2017-1)IE414(教学班),32,2,"行课安排为第1周 --- 第8周,其中:
星期二  第3节--第4节
东上院205(1-8周).归琳
东上院205(1-8周).熊箭
星期五  第3节--第4节
东上院205(1-8周).归琳
东上院205(1-8周).熊箭",                                                                                                                                                                                                                                                                    ,2013,2016-2017,1,17,东上院205,闵行东上院      
电子信息与电气工程学院,张丽清,教授                    ,人工智能                                          ,001-(2016-2017-1)EI339(教学班),64,4,"行课安排为第1-12周,其中:
星期二  第1节--第2节
东上院403(1-12周) 张丽清(1-12周)
星期四  第1节--第2节
东上院403(1-12周) 张丽清(1-12周)",仅限IEEEE试点班学生，实际学时不安排教室                                                                                                                                                                                                                             ,2014,2016-2017,1,60,东上院403,闵行东上院      
电子信息与电气工程学院,周越,副教授                  ,数字图像处理基础                                  ,001-(2016-2017-1)AU326(教学班),34,2,"行课安排为第1-16周,其中:
星期五  第3节--第4节
东中院4-504(1-16周) 周越(1-16周)
东中院4-504(1-16周) 姚莉秀(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,55,东中院4-504,闵行东中院      
电子信息与电气工程学院,周越,副教授                  ,先进控制技术讲座                                  ,001-(2016-2017-1)AU408(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第5节--第6节
东中院4-103(1-16周).周越",                                                                                                                                                                                                                                                                    ,2013,2016-2017,1,48,东中院4-103,闵行东中院      
电子信息与电气工程学院,尹毅,教授                    ,电气设备的绝缘检测与故障诊断                      ,001-(2016-2017-1)EE419(教学班),32,2,"行课安排为第9周 --- 第16周,其中:
星期二  第3节--第4节
东中院3-204(9-16周).尹毅
星期四  第3节--第4节
东中院3-204(9-16周).尹毅",八门课任选5学分,2013,2016-2017,1,30,东中院3-204,闵行东中院      
电子信息与电气工程学院,袁斌,副教授                  ,EDA实践                                           ,001-(2016-2017-1)EE409(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期一  第7节--第8节
东中院1-102(1-16周).袁斌
东中院1-102(1-16周).龙沪强
东中院1-102(1-16周).史丽云",                                                                                                                                                                                                                                                                    ,2013,2016-2017,1,30,东中院1-102,闵行东中院      
电子信息与电气工程学院,王志武,副研究员                ,可靠性设计                                        ,001-(2016-2017-1)EE331(教学班),34,2,"行课安排为第1-8周,其中:
星期一  第3节--第4节
东中院4-504(1-8周) 王志武(1-8周)
星期四  第1节--第2节
东中院4-504(1-8周) 王志武(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,53,东中院4-504,闵行东中院      
电子信息与电气工程学院,陶卫,副教授                  ,光电检测技术                                      ,001-(2016-2017-1)MI403(教学班),32,2,"行课安排为第9周 --- 第16周,其中:
星期一  第3节--第4节
东中院3-404(9-16周).陶卫
东中院3-404(9-16周).赵辉
星期三  第1节--第2节
东中院3-404(9-16周).陶卫
东中院3-404(9-16周).赵辉",                                                                                                                                                                                                                                                                    ,2013,2016-2017,1,52,东中院3-404,闵行东中院      
电子信息与电气工程学院,蔡云泽,研究员                  ,程序设计思想与方法                                ,017-(2016-2017-1)CS902(行政班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期一  第7节--第8节
东上院402(1-16周).蔡云泽
星期四  第3节--第4节
东上院402(1-16周).蔡云泽
双周
星期一  第7节--第8节
东上院402(1-16周).蔡云泽",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,55,东上院402,闵行东上院      
电子信息与电气工程学院,辛洁晴,副教授                  ,电气工程基础（1）,002-(2016-2017-1)EE301(教学班),68,4,"行课安排为第1-16周,其中:
星期二  第1节--第2节
东中院3-403(1-16周) 辛洁晴(1-16周)
星期四  第1节--第2节
东中院3-403(1-16周) 辛洁晴(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,43,东中院3-403,闵行东中院      
电子信息与电气工程学院,辛洁晴,副教授                  ,软件工程（C类）                                   ,003-(2016-2017-1)EE312(教学班),34,2,"行课安排为第1-8周,其中:
星期一  第1节--第2节
东中院4-504(1-8周) 辛洁晴(1-8周)
星期四  第3节--第4节
东中院4-504(1-8周) 辛洁晴(1-8周)",三选一                                                                                                                                                                                                                                                              ,2014,2016-2017,1,53,东中院4-504,闵行东中院      
电子信息与电气工程学院,蒋乐天,副教授                  ,工程问题建模与仿真                                ,003-(2016-2017-1)EE215(教学班),32,2,"行课安排为第1周 --- 第12周,其中:
星期五  第9节--第11节
东上院104(1-7周).蒋乐天
.(8-12周).蒋乐天","实验2人一组,",2015,2016-2017,1,64,,
电子信息与电气工程学院,蒋乐天,副教授                  ,工程问题建模与仿真                                ,003-(2016-2017-1)EE215(教学班),32,2,"行课安排为第1周 --- 第12周,其中:
星期五  第9节--第11节
东上院104(1-7周).蒋乐天
.(8-12周).蒋乐天","实验2人一组,",2015,2016-2017,1,64,东上院104,闵行东上院      
电子信息与电气工程学院,蒋乐天,副教授                  ,工程实践与科技创新I                               ,005-(2016-2017-1)EI901(行政班),34,2,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
上院201(1-4周).蒋乐天 副教授
.(5-16周).蒋乐天 副教授",8学时上课，实验虚拟,2016,2016-2017,1,114,,
电子信息与电气工程学院,蒋乐天,副教授                  ,工程实践与科技创新I                               ,005-(2016-2017-1)EI901(行政班),34,2,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
上院201(1-4周).蒋乐天 副教授
.(5-16周).蒋乐天 副教授",8学时上课，实验虚拟,2016,2016-2017,1,114,上院201,闵行上院        
电子信息与电气工程学院,郭薇,教授                    ,数据结构B                                         ,006-(2016-2017-1)CS430(教学班),32,2,"行课安排为第1周 --- 第8周,其中:
星期二  第9节--第10节
下院110(1-8周).郭薇
星期五  第1节--第2节
下院110(1-8周).郭薇",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,54,下院110,闵行下院        
电子信息与电气工程学院,范磊,副教授                  ,数据结构与算法                                    ,001-(2016-2017-1)IS225(教学班),48,3,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
下院210(1-16周).范磊
星期五  第7节--第8节
下院210(1-8周).范磊",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,64,下院210,闵行下院        
电子信息与电气工程学院,骆源,教授                    ,离散数学（A类）                                   ,002-(2016-2017-1)MA208(行政班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期一  第1节--第2节
下院200(1-16周).no 骆源
星期四  第7节--第8节
下院207(1-16周).骆源
双周
星期一  第1节--第2节
下院200(1-16周).骆源",限IEEE                                                                                                                                                                                                                                                              ,2016,2016-2017,1,98,下院200,闵行下院        
电子信息与电气工程学院,骆源,教授                    ,离散数学（A类）                                   ,002-(2016-2017-1)MA208(行政班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期一  第1节--第2节
下院200(1-16周).no 骆源
星期四  第7节--第8节
下院207(1-16周).骆源
双周
星期一  第1节--第2节
下院200(1-16周).骆源",限IEEE                                                                                                                                                                                                                                                              ,2016,2016-2017,1,98,下院207,闵行下院        
电子信息与电气工程学院,黄征,副教授                  ,离散数学                                          ,003-(2016-2017-1)MA115(行政班),34,2,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
中院107(1-16周).黄征",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,83,中院107,闵行中院        
电子信息与电气工程学院,王军锋,教授                    ,数字信号处理                                      ,004-(2016-2017-1)EE325(教学班),51,3,"行课安排为第1-16周,其中:
单周
星期五  第3节--第4节
东上院103(1-15周) 王军锋(1-15周)
双周
星期二  第3节--第4节
东上院103(2-16周) 王军锋(2-16周)
星期五  第3节--第4节
东上院103(2-16周) 王军锋(2-16周)","全英文授课,
                                                                                                                                                                                                                                                       ",2014,2016-2017,1,39,东上院103,闵行东上院      
电子信息与电气工程学院,王东,副教授                  ,信息系统工程                                      ,001-(2016-2017-1)SE348(教学班),48,3,"行课安排为第1-12周,其中:
星期一  第1节--第2节
东上院405(1-12周) 王东(1-12周)
星期四  第1节--第2节
东上院405(1-12周) 王东(1-12周)",仅限软件工程                                                                                                                                                                                                                                                        ,2014,2016-2017,1,55,东上院405,闵行东上院      
电子信息与电气工程学院,刘文江,助理研究员              ,VLSI设计导论                                      ,001-(2016-2017-1)IE400(教学班),34,2,"行课安排为第1周 --- 第8周,其中:
星期三  第3节--第4节
东中院3-204(1-8周).刘文江
星期五  第7节--第8节
东中院3-204(1-8周).刘文江",                                                                                                                                                                                                                                                                    ,2013,2016-2017,1,8,东中院3-204,闵行东中院      
电子信息与电气工程学院,董笑菊,副教授                  ,程序设计思想与方法                                ,023-(2016-2017-1)CS902(行政班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期二  第7节--第8节
东上院402(1-16周).董笑菊
星期四  第1节--第2节
东上院402(1-16周).董笑菊
双周
星期二  第7节--第8节
东上院402(1-16周).董笑菊",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,53,东上院402,闵行东上院      
电子信息与电气工程学院,刘华,副教授                  ,精密仪器设计（1）,001-(2016-2017-1)MI310(教学班),68,4,"行课安排为第1周 --- 第8周,其中:
星期三  第1节--第2节
东下院102(1-16周).刘华
东下院102(1-16周).颜国正
星期五  第1节--第2节
东下院102(1-16周).刘华
东下院102(1-16周).颜国正",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,56,东下院102,闵行东下院      
电子信息与电气工程学院,杨喜军,副教授                  ,电力电子技术基础                                  ,001-(2016-2017-1)EE303(教学班),51,3,"行课安排为第1-16周,其中:
单周
星期一  第3节--第4节
东中院3-302(1-15周) 杨喜军(1-15周)
双周
星期一  第3节--第4节
东中院3-302(2-16周) 杨喜军(2-16周)
星期三  第1节--第2节
东中院3-302(2-16周) 杨喜军(2-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,41,东中院3-302,闵行东中院      
电子信息与电气工程学院,吴校生,副研究员                ,MEMS技术导论                                      ,001-(2016-2017-1)MR429(教学班),32,2,"行课安排为第1-8周,其中:
星期三  第1节--第2节
东上院404(1-8周) 吴校生(1-8周)
星期五  第3节--第4节
东上院404(1-8周) 吴校生(1-8周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,20,东上院404,闵行东上院      
电子信息与电气工程学院,刘静,副研究员                ,通信原理（A类）                                   ,004-(2016-2017-1)ES311(教学班),68,4,"行课安排为第1-16周,其中:
星期一  第3节--第4节
东上院203(1-16周) 刘静(1-16周)
东上院203(1-16周) 张文甲(1-16周)
星期三  第3节--第4节
东上院203(1-16周) 刘静(1-16周)
东上院203(1-16周) 张文甲(1-16周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,19,东上院203,闵行东上院      
电子信息与电气工程学院,孟魁,高级实验师              ,数据结构与算法                                    ,001-(2016-2017-1)EI113(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期四  第9节--第10节
下院208(1-16周).孟魁",仅限转入信息安全的工科平台生选                                                                                                                                                                                                                                      ,2015,2016-2017,1,55,下院208,闵行下院        
电子信息与电气工程学院,何广强,副教授                  ,电磁场与波                                        ,001-(2016-2017-1)ES334(教学班),68,4,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
东上院101(1-16周).何广强
星期四  第7节--第8节
东上院101(1-16周).何广强",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,90,东上院101,闵行东上院      
电子信息与电气工程学院,陈立,副研究员                ,硬件描述语言与数字系统仿真                        ,001-(2016-2017-1)ES341(教学班),48,3,"行课安排为第1-12周,其中:
星期四  第3节--第4节
东上院405(1-12周) 陈立(1-12周)",                                                                                                                                                                                                                                                                    ,2014,2016-2017,1,51,东上院405,闵行东上院      
电子信息与电气工程学院,蔡伟,工程师                  ,程序设计思想与方法                                ,025-(2016-2017-1)CS902(行政班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期一  第7节--第8节
东上院302(1-16周).蔡伟 工程师
星期四  第3节--第4节
东上院302(1-16周).蔡伟 工程师
双周
星期一  第7节--第8节
东上院302(1-16周).蔡伟 工程师",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,52,东上院302,闵行东上院      
电子信息与电气工程学院,蔡伟,工程师                  ,程序设计思想与方法                                ,026-(2016-2017-1)CS902(行政班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期二  第3节--第4节
东上院207(1-16周).蔡伟 工程师
星期四  第1节--第2节
东上院207(1-16周).蔡伟 工程师
双周
星期二  第3节--第4节
东上院207(1-16周).蔡伟 工程师",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,55,东上院207,闵行东上院      
电子信息与电气工程学院,蔡伟,工程师                  ,程序设计思想与方法                                ,022-(2016-2017-1)CS902(行政班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期一  第9节--第10节
东上院103(1-16周).蔡伟
双周
星期一  第9节--第10节
东上院103(1-16周).蔡伟
星期四  第7节--第8节
东上院103(1-16周).蔡伟",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,69,东上院103,闵行东上院      
电子信息与电气工程学院,叶通,副教授                  ,数据结构B                                         ,007-(2016-2017-1)CS430(教学班),32,2,"行课安排为第1周 --- 第8周,其中:
星期二  第9节--第10节
下院206(1-8周).叶通
星期五  第1节--第2节
下院206(1-8周).叶通",                                                                                                                                                                                                                                                                    ,2015,2016-2017,1,38,下院206,闵行下院        
电子信息与电气工程学院,傅山,研究员                  ,系统设计中的人为因素                              ,001-(2016-2017-1)AU330(教学班),32,2,"行课安排为第9周 --- 第16周,其中:
星期二  第1节--第2节
东中院3-304(9-16周).傅山
星期四  第3节--第4节
东中院3-304(9-16周).傅山",全英文授课                                                                                                                                                                                                                                                          ,2013,2016-2017,1,68,东中院3-304,闵行东中院      
电子信息与电气工程学院,王景成,教授                    ,JAVA语言                                          ,001-(2016-2017-1)AU420(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
东中院3-202(1-16周).王景成",                                                                                                                                                                                                                                                                    ,2013,2016-2017,1,13,东中院3-202,闵行东中院      
电子信息与电气工程学院,申丽萍,副教授                  ,程序设计思想与方法                                ,018-(2016-2017-1)CS902(行政班),51,3,"行课安排为第1周 --- 第16周,其中:
单周
星期一  第9节--第10节
东上院207(1-16周).申丽萍
星期四  第3节--第4节
东上院207(1-16周).申丽萍
双周
星期一  第9节--第10节
东上院207(1-16周).申丽萍",                                                                                                                                                                                                                                                                    ,2016,2016-2017,1,72,东上院207,闵行东上院      
电子信息与电气工程学院,王嘉,教授                    ,信息论基础                                        ,001-(2016-2017-1)IE431(教学班),32,2,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
东中院2-101(1-16周).王嘉",                                                                                                                                                                                                                                                                    ,2013,2016-2017,1,28,东中院2-101,闵行东中院      
电子信息与电气工程学院,姚天昉,副教授                  ,计算导论                                          ,001-(2016-2017-1)CS124(行政班),64,4,"行课安排为第1周 --- 第16周,其中:
星期一  第7节--第8节
中院100(1-16周).姚天昉
星期三  第1节--第2节
中院100(1-16周).姚天昉",限IEEE                                                                                                                                                                                                                                                              ,2016,2016-2017,1,93,中院100,闵行中院        
